,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
131,Byron Howard,Diedrich Bader,Adventure Animation Comedy Drama Family,Chloë Grace Moretz,Bolt,James Lipton,Byron Howard Diedrich Bader Chloë Grace Moretz Adventure Animation Comedy Drama Family James Lipton
132,Hoyt Yeatman,Piper Mackenzie Harris,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kelli Garner,G-Force,Niecy Nash,Hoyt Yeatman Piper Mackenzie Harris Kelli Garner Action Adventure Animation Comedy Family Fantasy Sci-Fi Niecy Nash
133,Jonathan Liebesman,Edgar Ramírez,Action Adventure Fantasy,Liam Neeson,Wrath of the Titans,Lily James,Jonathan Liebesman Edgar Ramírez Liam Neeson Action Adventure Fantasy Lily James
134,Tim Burton,Chloë Grace Moretz,Comedy Fantasy Horror,Johnny Depp,Dark Shadows,Christopher Lee,Tim Burton Chloë Grace Moretz Johnny Depp Comedy Fantasy Horror Christopher Lee
135,Christopher McQuarrie,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Rogue Nation,Sean Harris,Christopher McQuarrie Jeremy Renner Tom Cruise Action Adventure Thriller Sean Harris
136,Joe Johnston,Simon Merrells,Drama Fantasy Horror Thriller,Anthony Hopkins,The Wolfman,Art Malik,Joe Johnston Simon Merrells Anthony Hopkins Drama Fantasy Horror Thriller Art Malik
137,David Yates,Alexander Skarsgård,Action Adventure Drama Romance,Christoph Waltz,The Legend of Tarzan,Casper Crump,David Yates Alexander Skarsgård Christoph Waltz Action Adventure Drama Romance Casper Crump
138,Steve Hickner,Oprah Winfrey,Adventure Animation Comedy Family,Matthew Broderick,Bee Movie,Rip Torn,Steve Hickner Oprah Winfrey Matthew Broderick Adventure Animation Comedy Family Rip Torn
139,Jennifer Yuh Nelson,Gary Oldman,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda 2,Mike Bell,Jennifer Yuh Nelson Gary Oldman Angelina Jolie Pitt Action Adventure Animation Comedy Family Mike Bell
140,M. Night Shyamalan,Noah Ringer,Action Adventure Family Fantasy,Seychelle Gabriel,The Last Airbender,Aasif Mandvi,M. Night Shyamalan Noah Ringer Seychelle Gabriel Action Adventure Family Fantasy Aasif Mandvi
141,J.J. Abrams,Tom Cruise,Action Adventure Thriller,Philip Seymour Hoffman,Mission: Impossible III,Eddie Marsan,J.J. Abrams Tom Cruise Philip Seymour Hoffman Action Adventure Thriller Eddie Marsan
142,Roland Emmerich,Jake Weber,Action Drama Thriller,Channing Tatum,White House Down,Matt Craven,Roland Emmerich Jake Weber Channing Tatum Action Drama Thriller Matt Craven
143,Simon Wells,Dan Fogler,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,Mars Needs Moms,Tom Everett Scott,Simon Wells Dan Fogler Elisabeth Harnois Action Adventure Animation Comedy Family Sci-Fi Tom Everett Scott
144,David Bowers,Kate Winslet,Adventure Animation Comedy Family,Hugh Jackman,Flushed Away,David Suchet,David Bowers Kate Winslet Hugh Jackman Adventure Animation Comedy Family David Suchet
145,Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,Pan,Nonso Anozie,Joe Wright Cara Delevingne Hugh Jackman Adventure Family Fantasy Nonso Anozie
146,Rob Minkoff,Zach Callison,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,Mr. Peabody & Sherman,Karan Brar,Rob Minkoff Zach Callison Ty Burrell Adventure Animation Comedy Family Sci-Fi Karan Brar
147,Wolfgang Petersen,Orlando Bloom,Adventure,Brad Pitt,Troy,Julian Glover,Wolfgang Petersen Orlando Bloom Brad Pitt Adventure Julian Glover
148,Eric Darnell,Martin Short,Adventure Animation Comedy Family,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,Cedric the Entertainer,Eric Darnell Martin Short Jada Pinkett Smith Adventure Animation Comedy Family Cedric the Entertainer
149,Lee Tamahori,Colin Salmon,Action Adventure Thriller,Toby Stephens,Die Another Day,Rick Yune,Lee Tamahori Colin Salmon Toby Stephens Action Adventure Thriller Rick Yune
150,Paul Feig,Kate McKinnon,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,Ghostbusters,Zach Woods,Paul Feig Kate McKinnon Ed Begley Jr. Action Comedy Fantasy Sci-Fi Zach Woods
151,Michael Bay,Steve Buscemi,Action Adventure Sci-Fi Thriller,Bruce Willis,Armageddon,Will Patton,Michael Bay Steve Buscemi Bruce Willis Action Adventure Sci-Fi Thriller Will Patton
152,Barry Sonnenfeld,Rosario Dawson,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,Men in Black II,Rip Torn,Barry Sonnenfeld Rosario Dawson Will Smith Action Adventure Comedy Family Fantasy Mystery Sci-Fi Rip Torn
153,Robert Zemeckis,Anthony Hopkins,Action Adventure Animation Fantasy,Robin Wright,Beowulf,Sebastian Roché,Robert Zemeckis Anthony Hopkins Robin Wright Action Adventure Animation Fantasy Sebastian Roché
154,Alessandro Carloni,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,J.K. Simmons,Kung Fu Panda 3,Wayne Knight,Alessandro Carloni Angelina Jolie Pitt J.K. Simmons Action Adventure Animation Comedy Family Wayne Knight
155,Brad Bird,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol,Michael Nyqvist,Brad Bird Jeremy Renner Tom Cruise Action Adventure Thriller Michael Nyqvist
156,Peter Ramsey,Kamil McFadden,Adventure Animation Family Fantasy,Hugh Jackman,Rise of the Guardians,Khamani Griffin,Peter Ramsey Kamil McFadden Hugh Jackman Adventure Animation Family Fantasy Khamani Griffin
157,Dean Parisot,Richard Burgi,Comedy Crime,John Michael Higgins,Fun with Dick and Jane,David Herman,Dean Parisot Richard Burgi John Michael Higgins Comedy Crime David Herman
158,Edward Zwick,Tony Goldwyn,Action Drama History War,Tom Cruise,The Last Samurai,Chad Lindberg,Edward Zwick Tony Goldwyn Tom Cruise Action Drama History War Chad Lindberg
159,Ridley Scott,María Valverde,Action Adventure Drama,Christian Bale,Exodus: Gods and Kings,Ben Mendelsohn,Ridley Scott María Valverde Christian Bale Action Adventure Drama Ben Mendelsohn
160,J.J. Abrams,Leonard Nimoy,Action Adventure Sci-Fi,Chris Hemsworth,Star Trek,Bruce Greenwood,J.J. Abrams Leonard Nimoy Chris Hemsworth Action Adventure Sci-Fi Bruce Greenwood
161,Sam Raimi,James Franco,Action Adventure Fantasy Romance,J.K. Simmons,Spider-Man,Kirsten Dunst,Sam Raimi James Franco J.K. Simmons Action Adventure Fantasy Romance Kirsten Dunst
162,Dean DeBlois,Djimon Hounsou,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,How to Train Your Dragon 2,America Ferrera,Dean DeBlois Djimon Hounsou Gerard Butler Action Adventure Animation Comedy Family Fantasy America Ferrera
163,Alex Proyas,Elodie Yung,Action Adventure Fantasy,Gerard Butler,Gods of Egypt,Bryan Brown,Alex Proyas Elodie Yung Gerard Butler Action Adventure Fantasy Bryan Brown
164,Rob Cohen,Joe Morton,Action Adventure Sci-Fi Thriller,Sam Shepard,Stealth,Richard Roxburgh,Rob Cohen Joe Morton Sam Shepard Action Adventure Sci-Fi Thriller Richard Roxburgh
165,Zack Snyder,Billy Crudup,Action Drama Mystery Sci-Fi,Matt Frewer,Watchmen,Stephen McHattie,Zack Snyder Billy Crudup Matt Frewer Action Drama Mystery Sci-Fi Stephen McHattie
166,Richard Donner,Rene Russo,Action Crime Thriller,Jet Li,Lethal Weapon 4,Darlene Love,Richard Donner Rene Russo Jet Li Action Crime Thriller Darlene Love
167,Ang Lee,Regi Davis,Action Sci-Fi,Kevin Rankin,Hulk,Celia Weston,Ang Lee Regi Davis Kevin Rankin Action Sci-Fi Celia Weston
168,Jon M. Chu,Dwayne Johnson,Action Adventure Sci-Fi Thriller,Channing Tatum,G.I. Joe: Retaliation,Elodie Yung,Jon M. Chu Dwayne Johnson Channing Tatum Action Adventure Sci-Fi Thriller Elodie Yung
169,Breck Eisner,Rainn Wilson,Action Adventure Comedy Thriller,Matthew McConaughey,Sahara,Delroy Lindo,Breck Eisner Rainn Wilson Matthew McConaughey Action Adventure Comedy Thriller Delroy Lindo
170,Hironobu Sakaguchi,Ming-Na Wen,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within,Jean Simmons,Hironobu Sakaguchi Ming-Na Wen Steve Buscemi Action Adventure Animation Fantasy Romance Sci-Fi Jean Simmons
171,Joe Johnston,Dominic Cooper,Action Adventure Sci-Fi,Chris Evans,Captain America: The First Avenger,Hayley Atwell,Joe Johnston Dominic Cooper Chris Evans Action Adventure Sci-Fi Hayley Atwell
172,Michael Apted,Maria Grazia Cucinotta,Action Adventure Thriller,Colin Salmon,The World Is Not Enough,Desmond Llewelyn,Michael Apted Maria Grazia Cucinotta Colin Salmon Action Adventure Thriller Desmond Llewelyn
173,Peter Weir,Lee Ingleby,Action Adventure Drama History War,James D'Arcy,Master and Commander: The Far Side of the World,David Threlfall,Peter Weir Lee Ingleby James D'Arcy Action Adventure Drama History War David Threlfall
174,Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Robert Pattinson Adventure Drama Fantasy Romance Taylor Lautner
175,George Miller,Brad Pitt,Animation Comedy Family Musical,Robin Williams,Happy Feet 2,Common,George Miller Brad Pitt Robin Williams Animation Comedy Family Musical Common
176,Louis Leterrier,Peter Mensah,Action Adventure Sci-Fi,Ty Burrell,The Incredible Hulk,William Hurt,Louis Leterrier Peter Mensah Ty Burrell Action Adventure Sci-Fi William Hurt
178,Steven Spielberg,Penelope Wilton,Adventure Family Fantasy,Mark Rylance,The BFG,Rafe Spall,Steven Spielberg Penelope Wilton Mark Rylance Adventure Family Fantasy Rafe Spall
179,Alejandro G. Iñárritu,Tom Hardy,Adventure Drama Thriller Western,Leonardo DiCaprio,The Revenant,Lukas Haas,Alejandro G. Iñárritu Tom Hardy Leonardo DiCaprio Adventure Drama Thriller Western Lukas Haas
180,David Soren,Snoop Dogg,Adventure Animation Comedy Family Sport,Ryan Reynolds,Turbo,Ben Schwartz,David Soren Snoop Dogg Ryan Reynolds Adventure Animation Comedy Family Sport Ben Schwartz
181,Gore Verbinski,Ray Winstone,Adventure Animation Comedy Family Western,Johnny Depp,Rango,Stephen Root,Gore Verbinski Ray Winstone Johnny Depp Adventure Animation Comedy Family Western Stephen Root
182,Eric Darnell,Annet Mahendru,Adventure Animation Comedy Family,Benedict Cumberbatch,Penguins of Madagascar,Andy Richter,Eric Darnell Annet Mahendru Benedict Cumberbatch Adventure Animation Comedy Family Andy Richter
183,Paul Greengrass,Edgar Ramírez,Action Mystery Thriller,Matt Damon,The Bourne Ultimatum,Albert Finney,Paul Greengrass Edgar Ramírez Matt Damon Action Mystery Thriller Albert Finney
184,Mark Osborne,Wayne Knight,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda,Dan Fogler,Mark Osborne Wayne Knight Angelina Jolie Pitt Action Adventure Animation Comedy Family Dan Fogler
185,Peyton Reed,Hayley Atwell,Action Adventure Comedy Sci-Fi,Judy Greer,Ant-Man,T.I.,Peyton Reed Hayley Atwell Judy Greer Action Adventure Comedy Sci-Fi T.I.
186,Francis Lawrence,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire,Sandra Ellis Lafferty,Francis Lawrence Josh Hutcherson Jennifer Lawrence Adventure Sci-Fi Thriller Sandra Ellis Lafferty
187,Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Robert Pattinson Adventure Drama Fantasy Romance Taylor Lautner
188,Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Home,April Winchell,Tim Johnson Matt Jones Jim Parsons Adventure Animation Comedy Family Fantasy Sci-Fi April Winchell
189,Steven Spielberg,Lisa Ann Walter,Adventure Sci-Fi Thriller,Tom Cruise,War of the Worlds,Rick Gonzalez,Steven Spielberg Lisa Ann Walter Tom Cruise Adventure Sci-Fi Thriller Rick Gonzalez
190,Michael Bay,Henry Rollins,Action Comedy Crime Thriller,Will Smith,Bad Boys II,Jordi Mollà,Michael Bay Henry Rollins Will Smith Action Comedy Crime Thriller Jordi Mollà
191,Chris Miller,Constance Marie,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Puss in Boots,Amy Sedaris,Chris Miller Constance Marie Salma Hayek Action Adventure Animation Comedy Family Fantasy Amy Sedaris
192,Phillip Noyce,Andre Braugher,Action Crime Mystery Thriller,Angelina Jolie Pitt,Salt,August Diehl,Phillip Noyce Andre Braugher Angelina Jolie Pitt Action Crime Mystery Thriller August Diehl
193,Darren Aronofsky,Emma Watson,Action Adventure Drama,Anthony Hopkins,Noah,Logan Lerman,Darren Aronofsky Emma Watson Anthony Hopkins Action Adventure Drama Logan Lerman
194,Steven Spielberg,Mackenzie Crook,Action Adventure Family Mystery,Toby Jones,The Adventures of Tintin,Tony Curran,Steven Spielberg Mackenzie Crook Toby Jones Action Adventure Family Mystery Tony Curran
195,Alfonso Cuarón,Gary Oldman,Adventure Family Fantasy Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban,Rupert Grint,Alfonso Cuarón Gary Oldman Daniel Radcliffe Adventure Family Fantasy Mystery Rupert Grint
196,Baz Luhrmann,Bryan Brown,Adventure Drama Romance War,Essie Davis,Australia,Eddie Baroo,Baz Luhrmann Bryan Brown Essie Davis Adventure Drama Romance War Eddie Baroo
197,M. Night Shyamalan,Zoë Kravitz,Action Adventure Sci-Fi,Will Smith,After Earth,Glenn Morshower,M. Night Shyamalan Zoë Kravitz Will Smith Action Adventure Sci-Fi Glenn Morshower
198,Eric Leighton,D.B. Sweeney,Adventure Animation Family Thriller,Alfre Woodard,Dinosaur,Della Reese,Eric Leighton D.B. Sweeney Alfre Woodard Adventure Animation Family Thriller Della Reese
199,Matt Birch,Dave Legeno,Action Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II,Ralph Ineson,Matt Birch Dave Legeno Rupert Grint Action Fantasy Ralph Ineson
200,Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb,Steve Coogan,Shawn Levy Rami Malek Robin Williams Adventure Comedy Family Fantasy Steve Coogan
201,Tom McGrath,Brad Pitt,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Megamind,Will Ferrell,Tom McGrath Brad Pitt J.K. Simmons Action Animation Comedy Family Sci-Fi Will Ferrell
202,Chris Columbus,Fiona Shaw,Adventure Family Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,Verne Troyer,Chris Columbus Fiona Shaw Daniel Radcliffe Adventure Family Fantasy Verne Troyer
203,Robert Schwentke,Jeff Bridges,Action Comedy Fantasy,Ryan Reynolds,R.I.P.D.,Stephanie Szostak,Robert Schwentke Jeff Bridges Ryan Reynolds Action Comedy Fantasy Stephanie Szostak
204,Hideaki Anno,Shin'ya Tsukamoto,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Godzilla Resurgence,Atsuko Maeda,Hideaki Anno Shin'ya Tsukamoto Mark Chinnery Action Adventure Drama Horror Sci-Fi Atsuko Maeda
205,Gore Verbinski,Orlando Bloom,Action Adventure Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport,Gore Verbinski Orlando Bloom Johnny Depp Action Adventure Fantasy Jack Davenport
206,Matt Birch,Toby Jones,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I,Alfred Enoch,Matt Birch Toby Jones Rupert Grint Fantasy Alfred Enoch
207,Francis Lawrence,Philip Seymour Hoffman,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,Josh Hutcherson,Francis Lawrence Philip Seymour Hoffman Jennifer Lawrence Adventure Sci-Fi Thriller Josh Hutcherson
208,Ron Howard,Seth Gabel,Mystery Thriller,Tom Hanks,The Da Vinci Code,Jürgen Prochnow,Ron Howard Seth Gabel Tom Hanks Mystery Thriller Jürgen Prochnow
209,Carlos Saldanha,Rachel Crow,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rio 2,Jeffrey Garcia,Carlos Saldanha Rachel Crow Miguel Ferrer Adventure Animation Comedy Family Musical Jeffrey Garcia
210,Bryan Singer,Bruce Davison,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,X-Men 2,Aaron Stanford,Bryan Singer Bruce Davison Hugh Jackman Action Adventure Fantasy Sci-Fi Thriller Aaron Stanford
211,Justin Lin,Vin Diesel,Action Crime Thriller,Paul Walker,Fast Five,Dwayne Johnson,Justin Lin Vin Diesel Paul Walker Action Crime Thriller Dwayne Johnson
212,Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,Paul Anderson,Guy Ritchie Eddie Marsan Robert Downey Jr. Action Adventure Crime Mystery Thriller Paul Anderson
213,Louis Leterrier,Jason Flemyng,Action Adventure Fantasy,Liam Neeson,Clash of the Titans,Alexa Davalos,Louis Leterrier Jason Flemyng Liam Neeson Action Adventure Fantasy Alexa Davalos
214,Paul Verhoeven,Rachel Ticotin,Action Sci-Fi,Ronny Cox,Total Recall,Marshall Bell,Paul Verhoeven Rachel Ticotin Ronny Cox Action Sci-Fi Marshall Bell
215,John McTiernan,Vladimir Kulich,Action Adventure History,Tony Curran,The 13th Warrior,Clive Russell,John McTiernan Vladimir Kulich Tony Curran Action Adventure History Clive Russell
216,Tony Gilroy,Scott Glenn,Action Adventure Thriller,Jeremy Renner,The Bourne Legacy,Stacy Keach,Tony Gilroy Scott Glenn Jeremy Renner Action Adventure Thriller Stacy Keach
217,Joel Schumacher,Vivica A. Fox,Action,Michael Gough,Batman & Robin,John Glover,Joel Schumacher Vivica A. Fox Michael Gough Action John Glover
218,Ron Howard,T.J. Thyne,Comedy Family Fantasy,Clint Howard,How the Grinch Stole Christmas,Molly Shannon,Ron Howard T.J. Thyne Clint Howard Comedy Family Fantasy Molly Shannon
219,Roland Emmerich,Dennis Quaid,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,The Day After Tomorrow,Sela Ward,Roland Emmerich Dennis Quaid Jake Gyllenhaal Action Adventure Sci-Fi Thriller Sela Ward
220,John Woo,Dougray Scott,Action Adventure Thriller,Tom Cruise,Mission: Impossible II,Richard Roxburgh,John Woo Dougray Scott Tom Cruise Action Adventure Thriller Richard Roxburgh
221,Wolfgang Petersen,Mary Elizabeth Mastrantonio,Action Adventure Drama Thriller,Karen Allen,The Perfect Storm,Bob Gunton,Wolfgang Petersen Mary Elizabeth Mastrantonio Karen Allen Action Adventure Drama Thriller Bob Gunton
222,Tim Story,Ioan Gruffudd,Action Adventure Sci-Fi Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer,Andre Braugher,Tim Story Ioan Gruffudd Chris Evans Action Adventure Sci-Fi Thriller Andre Braugher
223,Ang Lee,Rafe Spall,Adventure Drama Fantasy,Suraj Sharma,Life of Pi,Tabu,Ang Lee Rafe Spall Suraj Sharma Adventure Drama Fantasy Tabu
224,Mark Steven Johnson,Matt Long,Action Fantasy Thriller,Nicolas Cage,Ghost Rider,Peter Fonda,Mark Steven Johnson Matt Long Nicolas Cage Action Fantasy Thriller Peter Fonda
225,Paul Greengrass,Riz Ahmed,Action Thriller,Matt Damon,Jason Bourne,Ato Essandoh,Paul Greengrass Riz Ahmed Matt Damon Action Thriller Ato Essandoh
226,McG,Bernie Mac,Action Adventure Comedy Crime,Demi Moore,Charlie's Angels: Full Throttle,Justin Theroux,McG Bernie Mac Demi Moore Action Adventure Comedy Crime Justin Theroux
227,Ridley Scott,Charlize Theron,Adventure Mystery Sci-Fi,Michael Fassbender,Prometheus,Sean Harris,Ridley Scott Charlize Theron Michael Fassbender Adventure Mystery Sci-Fi Sean Harris
228,Rob Minkoff,Brad Garrett,Adventure Animation Comedy Family Fantasy,Nathan Lane,Stuart Little 2,Melanie Griffith,Rob Minkoff Brad Garrett Nathan Lane Adventure Animation Comedy Family Fantasy Melanie Griffith
229,Neill Blomkamp,Sharlto Copley,Action Drama Sci-Fi Thriller,Matt Damon,Elysium,Alice Braga,Neill Blomkamp Sharlto Copley Matt Damon Action Drama Sci-Fi Thriller Alice Braga
230,David Twohy,Alexa Davalos,Action Adventure Sci-Fi Thriller,Vin Diesel,The Chronicles of Riddick,Christina Cox,David Twohy Alexa Davalos Vin Diesel Action Adventure Sci-Fi Thriller Christina Cox
231,José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,RoboCop,Jennifer Ehle,José Padilha Abbie Cornish Gary Oldman Action Crime Sci-Fi Thriller Jennifer Ehle
232,Lana Wachowski,Kick Gurry,Action Family Sport,Scott Porter,Speed Racer,Nicholas Elia,Lana Wachowski Kick Gurry Scott Porter Action Family Sport Nicholas Elia
233,James L. Brooks,Domenick Lombardozzi,Comedy Drama Romance,Shelley Conn,How Do You Know,Teyonah Parris,James L. Brooks Domenick Lombardozzi Shelley Conn Comedy Drama Romance Teyonah Parris
234,James Mangold,Marc Blucas,Action Comedy Romance,Tom Cruise,Knight and Day,Jordi Mollà,James Mangold Marc Blucas Tom Cruise Action Comedy Romance Jordi Mollà
